id,event_id,meet,date,name,age,body_weight,snatch1,snatch2,snatch3,snatch_best,cj1,cj2,cj3,cj_best,total
382902,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Ella Sapp,Women's 16-17 Age Group 69kg,68.05,35,38,42,42,57,61,64,64,106
382903,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Ava Broxson,Women's 16-17 Age Group 77kg,75.45,48,51,-55,51,55,-60,-62,55,106
382904,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Reagan  Frommer,Women's 14-15 Age Group 69+kg,79.55,40,43,46,46,-59,59,-62,59,105
382905,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,cole furnari,Men's 14-15 Age Group 52kg,50.75,42,-46,-46,42,-63,63,-72,63,105
382906,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Desirae Phoenix,Women's 16-17 Age Group 53kg,53,-46,-47,47,47,56,58,-60,58,105
382907,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Lila Mangan,Women's 13 Under Age Group 48kg,45.9,44,46,47,47,-54,55,58,58,105
382908,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Emily Martin,Women's 13 Under Age Group 63+kg,67.85,36,40,-44,40,60,65,-70,65,105
382909,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Emersyn Formanek,Women's 14-15 Age Group 48kg,46.9,-43,43,45,45,56,58,60,60,105
382910,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Hazyl Castillo,Women's 14-15 Age Group 58kg,56,45,47,-50,47,-55,55,57,57,104
382911,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Sofia Rosales,Women's 14-15 Age Group 63kg,61.4,44,-47,47,47,57,-60,-62,57,104
382912,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Anthony  Samuel,Men's 13 Under Age Group 60kg,59.85,44,46,-48,46,55,58,-61,58,104
382913,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Skylar  Fernandes,Women's 16-17 Age Group 48kg,46.35,41,43,45,45,56,59,-62,59,104
382914,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,zaina mrabe,Women's 16-17 Age Group 69kg,65.9,46,48,-50,48,54,56,-58,56,104
382915,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Taylor Karabetsos,Women's 13 Under Age Group 63+kg,81.4,44,47,-50,47,54,-57,57,57,104
382916,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Leo Wright,Men's 13 Under Age Group 65kg,62,42,45,47,47,51,54,56,56,103
382917,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,August Riske,Men's 13 Under Age Group 65kg,65,42,46,-50,46,54,57,-60,57,103
382918,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Hallie Northcutt,Women's 14-15 Age Group 69+kg,86.45,45,48,-51,48,-55,55,-58,55,103
382919,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Alexia Mrabe,Women's 16-17 Age Group 63kg,62.55,-43,43,45,45,54,56,58,58,103
382920,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Hailey Sprenger,Women's 13 Under Age Group 48kg,47.7,42,44,46,46,52,55,57,57,103
382921,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Jasmin Salazar,Women's 13 Under Age Group 58kg,53.8,40,43,46,46,51,54,57,57,103
382922,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Addison Williams,Women's 14-15 Age Group 58kg,55.05,42,-45,-47,42,55,57,60,60,102
382923,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Amy Giffin,Women's 16-17 Age Group 58kg,55.15,42,44,46,46,52,54,56,56,102
382924,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Marin Bast,Women's 14-15 Age Group 53kg,51,42,45,48,48,54,-60,-60,54,102
382925,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Vivian Murray,Women's 14-15 Age Group 58kg,53.7,41,43,-45,43,52,55,58,58,101
382926,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Armando Gonzalez,Men's 13 Under Age Group 60kg,57.55,-40,40,-45,40,57,61,-64,61,101
382927,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kloe Beardsley,Women's 16-17 Age Group 48kg,46.35,44,-46,-47,44,-56,57,-60,57,101
382928,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Zoe Macias,Women's 16-17 Age Group 53kg,52.1,43,45,-47,45,-56,56,-59,56,101
382929,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Maddi Landers,Women's 13 Under Age Group 63kg,61.5,37,40,-43,40,55,58,61,61,101
382930,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Makennah Goh,Women's 14-15 Age Group 53kg,52.13,40,43,-46,43,53,56,58,58,101
382931,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Danielle Do,Women's 14-15 Age Group 58kg,54.7,41,43,45,45,50,55,-60,55,100
382932,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Kayla Doherty,Women's 13 Under Age Group 63kg,60.55,39,41,43,43,52,55,57,57,100
382933,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Dylan Lee,Women's 14-15 Age Group 53kg,52.95,38,40,42,42,55,58,-61,58,100
382934,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Sophie Baker,Women's 14-15 Age Group 63kg,60.9,40,43,-46,43,55,-60,-60,55,98
382935,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Tanner Wright,Men's 13 Under Age Group 60kg,58.9,41,45,-50,45,53,-57,-58,53,98
382936,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Catherine  Cox,Women's 14-15 Age Group 69kg,65.75,41,43,45,45,53,-55,-57,53,98
382937,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Ethan Dana,Men's 14-15 Age Group 48kg,44.9,43,-46,-46,43,52,55,-60,55,98
382938,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Sophia Willoughby,Women's 16-17 Age Group 53kg,52.95,36,39,41,41,54,57,-60,57,98
382939,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Penelope Devereux,Women's 14-15 Age Group 53kg,50.45,40,42,-44,42,53,56,-58,56,98
382940,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Archer Praetorius,Men's 13 Under Age Group 52kg,49.65,37,40,-43,40,50,54,57,57,97
382941,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Collette Yokel,Women's 14-15 Age Group 58kg,53.75,38,-41,41,41,53,56,-58,56,97
382942,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Kiptyn Hobby,Men's 13 Under Age Group 65+kg,78.05,39,-42,42,42,50,-54,55,55,97
382943,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Katy Shade,Women's 14-15 Age Group 69+kg,70.05,37,39,-41,39,55,-58,58,58,97
382944,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Atticus Cape,Men's 13 Under Age Group 56kg,53.8,41,44,-46,44,-51,-51,51,51,95
382945,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Owen Hershberger,Men's 13 Under Age Group 65kg,60.15,36,39,-43,39,48,52,56,56,95
382946,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Ciara Livingston,Women's 16-17 Age Group 53kg,50,36,-39,42,42,53,-57,-60,53,95
382947,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Anna Kent,Women's 16-17 Age Group 58kg,55.95,41,43,45,45,50,-53,-54,50,95
382948,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Ellis  Voyles,Women's 16-17 Age Group 58kg,55.2,-41,41,43,43,52,-55,-55,52,95
382949,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Annalee Seek,Women's 13 Under Age Group 44kg,40.45,39,42,-44,42,49,-52,53,53,95
382950,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Riley Tromello,Women's 13 Under Age Group 58kg,56.45,43,-46,-46,43,52,-55,-56,52,95
382951,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,David Grafton,Men's 13 Under Age Group 40kg,39.3,-41,-41,41,41,50,52,54,54,95
382952,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Taylor Madlansacay,Women's 13 Under Age Group 63kg,59.85,-40,40,-43,40,51,55,-59,55,95
382953,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Mia Brown,Women's 13 Under Age Group 63+kg,81.15,39,42,45,45,-50,50,-56,50,95
382954,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Jasmin Trinh,Women's 16-17 Age Group 44kg,40.75,-42,42,-45,42,52,-55,-55,52,94
382955,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Jessenia Tyler,Women's 16-17 Age Group 48kg,46.1,37,41,-44,41,53,-58,-60,53,94
382956,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Sophia Hippelheuser,Women's 13 Under Age Group 48kg,46.85,40,43,-46,43,-51,51,-53,51,94
382957,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Molly Cape,Women's 14-15 Age Group 53kg,50.05,-38,38,41,41,47,50,53,53,94
382958,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Joleigh Smith,Women's 14-15 Age Group 69+kg,71.5,40,43,-46,43,50,-53,-53,50,93
382959,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Yuri  Grafman,Men's 14-15 Age Group 48kg,42.8,-40,-40,40,40,50,-53,53,53,93
382960,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Abigail Angier,Women's 16-17 Age Group 58kg,55,37,39,41,41,48,50,52,52,93
382961,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Justin Kleppen,Men's 13 Under Age Group 65+kg,71.25,42,-46,-47,42,50,-55,-55,50,92
382962,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kash Lawson,Men's 14-15 Age Group 48kg,46.6,34,37,40,40,47,50,52,52,92
382963,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Isabella Martinez,Women's 16-17 Age Group 48kg,46.55,37,-40,41,41,-51,51,-57,51,92
382964,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kirin Hampton,Men's 14-15 Age Group 52kg,50.25,36,38,40,40,48,50,52,52,92
382965,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Thevini Withana,Women's 14-15 Age Group 48kg,47.05,-39,39,41,41,49,51,-52,51,92
382966,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Sonya Nunez,Women's 14-15 Age Group 58kg,56.75,36,38,-40,38,48,50,53,53,91
382967,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Harrison Lacy,Men's 14-15 Age Group 48kg,47.65,39,41,43,43,48,-51,-53,48,91
382968,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Eloise Kostal,Women's 13 Under Age Group 53kg,49.55,36,-39,39,39,50,52,-56,52,91
382969,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Ezra Morales,Men's 13 Under Age Group 56kg,53.2,35,-38,-39,35,-51,51,55,55,90
382970,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Mei Long,Women's 16-17 Age Group 53kg,50.55,38,-42,-42,38,49,52,-54,52,90
382971,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Abigail Negron,Women's 13 Under Age Group 53kg,50.75,35,38,-40,38,-50,52,-55,52,90
382972,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Hadleigh Lane,Women's 13 Under Age Group 58kg,56.6,35,37,39,39,-49,49,51,51,90
382973,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Imani Washington,Women's 13 Under Age Group 63+kg,73.15,-40,40,-43,40,48,50,-54,50,90
382974,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Jackson Price,Men's 13 Under Age Group 65+kg,67.95,33,35,37,37,49,52,-55,52,89
382975,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Roman Jackson,Men's 14-15 Age Group 56kg,55.95,-39,-39,39,39,46,48,50,50,89
382976,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Audrina Olsen,Women's 13 Under Age Group 58kg,56.45,37,39,41,41,47,48,-50,48,89
382977,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Katelynn Pearce,Women's 13 Under Age Group 63kg,61.65,35,38,41,41,44,48,-52,48,89
382978,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Tripp Hillenburg,Men's 13 Under Age Group 44kg,41.9,-34,34,37,37,45,49,52,52,89
382979,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Emma Hutchison,Women's 14-15 Age Group 58kg,54.1,32,34,-36,34,46,49,54,54,88
382980,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Easton Sain,Men's 13 Under Age Group 65+kg,88.65,36,38,-40,38,48,-50,50,50,88
382981,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Anthony Radhay,Men's 14-15 Age Group 48kg,44.01,35,-38,38,38,47,50,-55,50,88
382982,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-23,Rylie Richards,Women's 16-17 Age Group 58kg,56.6,35,-38,-38,35,50,53,-55,53,88
382983,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Veda Macaulay,Women's 13 Under Age Group 48kg,47.9,-36,36,38,38,46,48,50,50,88
382984,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,England Lewis,Men's 13 Under Age Group 44kg,42.95,33,35,-38,35,47,50,53,53,88
382985,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Reagan Friess,Women's 14-15 Age Group 63kg,58.55,32,35,38,38,45,-49,49,49,87
382986,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Juliana DaSilva,Women's 14-15 Age Group 63kg,58.15,35,37,-40,37,45,50,-53,50,87
382987,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Jacob Vieyra,Men's 13 Under Age Group 65+kg,79.7,33,35,-37,35,47,50,52,52,87
382988,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Ava Aun,Women's 16-17 Age Group 53kg,52.65,34,36,-38,36,48,51,-53,51,87
382989,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Hadley Chandler,Women's 13 Under Age Group 63kg,59.95,35,37,38,38,45,47,49,49,87
382990,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Anna Presley,Women's 13 Under Age Group 63+kg,71.95,36,39,-41,39,43,45,48,48,87
382991,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kacie Cordova,Women's 16-17 Age Group 48kg,45.8,35,-38,38,38,45,48,-51,48,86
382992,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Juliana Mannino,Women's 16-17 Age Group 48kg,46.5,36,38,-41,38,44,-47,48,48,86
382993,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kaya Burns,Women's 16-17 Age Group 53kg,52.5,29,32,34,34,52,-56,-56,52,86
382994,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Kiera Woods,Women's 13 Under Age Group 63kg,63.05,35,38,-40,38,45,48,-50,48,86
382995,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Juliette Phillips,Women's 13 Under Age Group 44kg,43,32,34,36,36,46,49,-54,49,85
382996,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,TIERANY LALLY,Women's 16-17 Age Group 44kg,38.2,36,38,40,40,44,-46,-46,44,84
382997,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Adalae Caruso,Women's 16-17 Age Group 44kg,42.6,34,36,38,38,42,-45,45,45,83
382998,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Makayla  Hotchkiss,Women's 16-17 Age Group 53kg,49.75,33,35,-38,35,45,48,-50,48,83
382999,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Elias Armstrong,Men's 13 Under Age Group 44kg,42.95,-35,35,-38,35,45,48,-51,48,83
383000,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Zane Chadbourne,Men's 13 Under Age Group 48kg,48.01,34,36,-38,36,42,44,46,46,82
383001,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Mikayla  Sabino,Women's 16-17 Age Group 53kg,51.95,34,36,-39,36,43,46,-50,46,82
383002,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Corinne Stickle,Women's 16-17 Age Group 53kg,51.1,33,35,-37,35,47,-49,-50,47,82
383003,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Kaia Maki,Women's 14-15 Age Group 48kg,47.45,-37,-37,37,37,-45,-45,45,45,82
383004,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Gabriel Almazan,Men's 13 Under Age Group 44kg,40.1,30,-32,32,32,44,47,50,50,82
383005,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Keilani Minney,Women's 14-15 Age Group 53kg,49.3,34,38,-41,38,41,44,-49,44,82
383006,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Kayden Doherty,Men's 13 Under Age Group 48kg,44.95,-31,31,33,33,45,48,-49,48,81
383007,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Ivan Hoegemeyer,Men's 13 Under Age Group 52kg,48.85,31,33,35,35,40,42,46,46,81
383008,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Stormy Stindt,Women's 16-17 Age Group 48kg,46.95,30,33,35,35,-46,46,-48,46,81
383009,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Taylor Hamilton,Women's 16-17 Age Group 48kg,47.25,33,-35,35,35,-43,43,46,46,81
383010,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Sadie Cirbus,Women's 13 Under Age Group 53kg,52.1,32,-38,38,38,43,-46,-48,43,81
383011,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Lillian Ngo,Women's 14-15 Age Group 53kg,51.5,32,34,36,36,45,-47,-47,45,81
383012,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Matthew Parento,Men's 13 Under Age Group 48kg,48,33,-36,36,36,42,45,-49,45,81
383013,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Hector Garcia,Men's 13 Under Age Group 48kg,46.25,-33,34,-36,34,43,46,-48,46,80
383014,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Jase Berneathy,Men's 13 Under Age Group 65+kg,87.65,35,38,-41,38,38,-42,42,42,80
383015,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Alena Griesser,Women's 13 Under Age Group 40kg,38.9,32,35,-40,35,43,45,-50,45,80
383016,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Charlotte Sullivan,Women's 13 Under Age Group 44kg,40.45,31,33,35,35,42,-45,45,45,80
383017,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Aurelia Bujanda,Women's 13 Under Age Group 44kg,41.75,-35,35,-37,35,-45,-45,45,45,80
383018,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Ellie  Dobrinski,Women's 13 Under Age Group 53kg,51.15,34,-37,37,37,43,-46,-48,43,80
383019,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Madison Hovet,Women's 13 Under Age Group 63+kg,64.65,29,32,-34,32,43,46,48,48,80
383020,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Bridger Soden,Men's 13 Under Age Group 65kg,60.2,30,33,36,36,-40,40,43,43,79
383021,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Brogan Bratsburg,Men's 13 Under Age Group 40kg,38.15,32,-35,35,35,41,44,-47,44,79
383022,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Hudson Chancey,Men's 13 Under Age Group 56kg,54.85,30,-32,32,32,39,42,46,46,78
383023,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Taylor Fife,Women's 14-15 Age Group 53kg,48.2,30,32,34,34,40,-43,44,44,78
383024,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,J Williams,Men's 13 Under Age Group 65+kg,88.5,32,34,-36,34,40,43,-47,43,77
383025,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Rayya Howard,Women's 13 Under Age Group 36kg,27.65,31,34,-35,34,40,43,-45,43,77
383026,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Charles Hulderson,Men's 13 Under Age Group 44kg,44,31,34,-37,34,40,43,-46,43,77
383027,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Eesha Pallath,Women's 13 Under Age Group 58kg,53.35,29,31,33,33,35,40,43,43,76
383028,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Oliver Combs,Men's 13 Under Age Group 56kg,54.25,30,32,33,33,38,40,42,42,75
383029,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Layla Johnson,Women's 13 Under Age Group 40kg,37.8,-31,31,-33,31,41,-44,44,44,75
383030,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Chloe Barrus,Women's 13 Under Age Group 48kg,46.55,29,-31,32,32,39,42,43,43,75
383031,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Scott Smith,Men's 13 Under Age Group 40kg,36.75,30,-32,33,33,35,38,42,42,75
383032,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Olivia Vazquez,Women's 13 Under Age Group 63+kg,77.9,29,32,34,34,35,38,41,41,75
383033,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Veisinia Kaho,Women's 13 Under Age Group 63+kg,64.35,26,28,30,30,42,44,45,45,75
383034,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Daniel Victor Filkins,Men's 13 Under Age Group 44kg,41.9,27,29,31,31,37,40,44,44,75
383035,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Angel Santiago,Men's 13 Under Age Group 56kg,53.05,29,32,35,35,35,39,-44,39,74
383036,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Charlee Meyer,Women's 13 Under Age Group 48kg,47.9,33,35,37,37,33,35,37,37,74
383037,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Briana DiCosmo,Women's 14-15 Age Group 44kg,42.6,-31,31,-33,31,40,43,-46,43,74
383038,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Carmen Gurley,Women's 14-15 Age Group 44kg,43.95,26,28,30,30,-39,40,44,44,74
383039,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Dante Banning,Men's 13 Under Age Group 56kg,53.25,27,29,30,30,41,43,-45,43,73
383040,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Catherine  Lemire,Women's 13 Under Age Group 53kg,51.9,31,33,-37,33,38,-40,40,40,73
383041,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Brianna Bowens,Women's 13 Under Age Group 58kg,57.3,28,30,-32,30,37,40,43,43,73
383042,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Lilly Mullenaux,Women's 14-15 Age Group 40kg,37.2,28,30,31,31,40,42,-44,42,73
383043,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Finn Earley,Men's 13 Under Age Group 60kg,59.6,26,30,-33,30,36,39,42,42,72
383044,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Aurora Garland,Women's 13 Under Age Group 44kg,41.05,29,31,33,33,36,39,-40,39,72
383045,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Lindsay Adkins,Women's 13 Under Age Group 53kg,52.1,29,31,-32,31,41,-44,-44,41,72
383046,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Leah Kaufman,Women's 13 Under Age Group 53kg,51.8,28,-31,31,31,38,41,-43,41,72
383047,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Meleoni Afu,Women's 13 Under Age Group 58kg,57.9,26,28,30,30,36,39,42,42,72
383048,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Katelyn Susana Afu,Women's 13 Under Age Group 63+kg,87.7,26,28,31,31,37,39,41,41,72
383049,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Jett Finley,Men's 13 Under Age Group 44kg,42.05,26,28,30,30,37,40,42,42,72
383050,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Mila Kaufman,Women's 13 Under Age Group 58kg,54.75,27,30,33,33,38,-41,-42,38,71
383051,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Dempsey Opfer,Men's 13 Under Age Group 40kg,39.3,26,28,-30,28,38,41,43,43,71
383052,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Brynlee Sweet,Women's 13 Under Age Group 63kg,62.25,32,34,-38,34,-37,37,-41,37,71
383053,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Santiago Hernandez,Men's 13 Under Age Group 48kg,45.85,27,30,32,32,36,38,-40,38,70
383054,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-22,Noah Mascorro,Men's 14-15 Age Group 48kg,41.25,25,-28,-28,25,40,43,45,45,70
383055,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Taylor Kunkel,Women's 13 Under Age Group 48kg,46.3,28,-30,30,30,40,-43,-45,40,70
383056,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Talayna  Britt,Women's 13 Under Age Group 53kg,50.45,30,-33,-33,30,36,38,40,40,70
383057,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Diya Vijayaraj,Women's 13 Under Age Group 58kg,56.1,26,28,30,30,35,38,40,40,70
383058,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Eduardo Marquez,Men's 13 Under Age Group 48kg,46,28,30,-33,30,35,39,-41,39,69
383059,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Gabriella Green,Women's 13 Under Age Group 53kg,49.15,27,-30,30,30,37,39,-42,39,69
383060,6948,"2025 National Youth Championships, Powered by Rogue Fitness",2025-06-21,Leila Marinho,Women's 13 Under Age Group 63+kg,65.75,29,-32,-33,29,37,40,-42,40,69
